id,historical_games,next_game
37864,82 62 99 285 488 920 1160 712 648 1600 645 487,5
37870,161 1180 52 192 109 2509 1515 1260 424 72 1544,95
37872,6 6 175 35 249 1092,47
37873,8 470 206 35 771 3315 838 1473 4461 733 156 172,202
37875,1337 856 3 200 101 265,55
37876,7 9 10 3024 1810 3 22 115 81,37
37877,4 113 105 3992 1107 19 1066 268 46 549 15 91 1194,51
37878,1 239 4 75 113 153,36
37881,3 12 2 30 1170 4 729 664 526,40
37883,144 1184 31 58 782,1
37884,712 94 462 8 29 43 4399 34 17 871 483 57 19 202 806 206,53
37885,15 316 683 1088 100 74 306 6335,63
37888,176 67 96 459 322 2941 65,198
37895,7 9 27 13 10 720,41
37896,207 19 112 3302 165 289 2 196 835,326
37903,7 9 27 13 10,49
37912,4868 215 43 310 2751 6386 142 58 5209 52 5 876 999 199,175
37914,215 140 101 292 152,89
37921,491 64 926 4118 854 154 975 181 227 68 805 242 5425 899 2519 6 163 923 184 1230 467 202,124
37922,10 7 9 13 379 1224 233 59,205
37925,148 245 385 38 29,7
37926,2259 655 3541 3617 392,184
37927,4749 2006 507 134 307,62
37928,6725 189 1119 2389 5728 2521 2730 1593 2935,74
37929,42 14 14 197 78 39,31
37930,5573 1499 3475 479 10 6 6 64 629,51
37933,16 12 26 61 49,245
37935,14 14 123 1200 473 5183,281
37937,16 1 879 146 3,34
37942,99 872 4556 5 8 767 139 3840 58 95,103
37943,23 278 4178 593 36 91 6 6 155,30
37945,5159 248 558 4862 54 141,87
37947,168 848 20 21 1014 152 132 99 36 113 111 1073 1099,49
37954,1 4 113 101 11 18,18
37955,377 44 625 503 591 510 429 5608 1643,330
37957,164 217 113 133 865 15 100 177 97 374 8 2256,19
37962,5 4 3 43 754 24 9 36 37 20 874,139
37964,44 52 32 14 14 6 6 15 469 646 2227,103
37965,858 19 620 447 1375 132 409 5165 2406 4697,174
37970,30 274 780 1394 164 135,118
37972,4 63 2 165 62 33 125 99 175 5152 181 2096 49 67,34
37975,7 9 27 13 10,341
37977,1218 270 3475 2426 1499 2389,76
37980,414 1 498 5759 8 2156 129,228
37985,37 3 324 12 11,26
37986,7 9 13 10 20 470 2609 80 49,135
37988,1 957 145 89 3134 120 1547,30
37989,285 865 2527 96 648 94 6530 2126 2540 1468 594 1226 3886 99 341 643,84
37990,400 25 25 115 167 49 2484 722 108 238 44 3128 464 502 542 524 7642 192,67
37993,331 715 942 238 143 91 142 212,30
38012,344 715 954 384 37,4
38013,150 129 12 587 11,48
38017,1 1866 42 141 133,217
38019,1 231 2931 51 116 7497 575 136 481 276 1748 771 107 253 1142 221 5 315 3565 73 1152 337,180
38023,4 15 896 79 46 38 176 21 56 438 1265 74 206 97,183
38036,7 9 10 27 13 992 3294 1742 1742 40 733 1209 523 3056 495 239 1368 2491 3842 468 1335 153,234
38039,1509 136 521 1215 39 1129 3259 455 5020 247 1605 410 57 297 35 193 182 862,70
38042,586 864 1265 438 100 40 735 4993 56 2275 3858 1893 415 26,176
38043,7 9 13 10 188 29 538 5 120 59 855 58 165 270 31,12
38045,1 178 19 391 41 89 24,148
38046,54 2 138 14 14 113 711 252 78 6,6
38048,7 9 13 10 287 2023 93 391 20 116 1606 367,379
38052,23 14 14 120 106 189 8 1166 524 3059,108
38054,1594 861 72 94 554 32 95 24 51 62 4324 31 188,1
38056,45 648 232 14 14 64 23 6 6 18 18 70 607 727 1037 3556 194 194 1010 1514 2901 2832 61 2008 106,734
38058,432 190 1917 4 6359 166,26
38059,3 133 8 117 1773,30
38063,403 4163 6 6 14,14
38066,2506 3 134 51 135 61 4 79,118
38069,42 4093 103 36 3747 942 2392 5673 130 842,17
38070,300 70 329 45 2659 32,220
38071,255 4 34 224 2289 8 86 66,3
38072,5 389 167 1596 80,545
38076,7 199 76 3734 58,211
38084,21 3 2219 2158 38 2019,223
38086,282 681 57 249 845 1533 1061 169 35 5 256 214 1860 315 34 106 49 108 24,436
38093,22 24 5 21 93 90 157 39 74 178 6 6 42,31
38099,196 112 1167 690 540 90,217
38101,29 186 16 22 24 785 502,55
38103,35 36 750 11 713 2878 87 7357 3265 554,1
38105,1199 340 2216 2763 1599,26
38107,20 62 248 982 144 36 5979 497 217 325 93 22 31 5 3015 4617 16 3851,89
38109,948 624 41 1162 508 140 19 4671 658 130 42 2028 47 14 14 64 49 461 646 1635,89
38111,1046 921 4714 2047 53 2683 102 581 333 346 64 66,273
38112,11 151 3611 6078 3248 41,28
38113,19 340 43 5 140 359,240
38114,1 16 12 11 75,36
38120,24 41 166 1389 4309 137 6275 88 88 4 1 8 179 2226 717 7 320 4884 51 22 153,16
38132,2521 61 25 25 1166 1396,67
38135,107 786 53 376 237,17
38136,5 4794 167 145 54 237,102
38137,3 1 20 26 36,262
38138,114 1530 4267 4435 22,304
38142,3541 3942 3 80 458 2451 1499 1831,48
38144,7180 693 107 332 896 15 1423 112,180
38152,1733 1757 262 224 290 2611 2345 91 1178,12
38154,4 1203 112 469 2060 58 1 129 38 6331 46 72,34
38156,920 196 166 17 149 3562 638,161
38157,3 404 51 71 71 113 174 45 613 18 18 195 254 2510 23 14 14 233 1788 2024 1607 1001,123
38158,31 25 25 925 505,124
38161,32 472 1083 1323 2095 636 1343 55 65 411 797 95 708 337 471,128
38162,104 1756 80 514 2405 1133,363
38165,136 57 2747 276 771 357 1197 1453,38
38170,408 98 1128 2043 465 318 198 232 40 1073 196 96 1047 17 711 897 1360,138
38176,199 85 705 73 187 157 95 1038 254 5 98,170
38177,29 5 85 38 886 594 1,102
38180,78 98 1447 1096 743,100
38182,2 379 212 6525 564 89,40
38184,5 666 2 359 6966 3203,82
38186,15 149 65 3 21,227
38197,3 4 21 719 1345,19
38202,9 1216 1425 1520 8 397 4795 42 153 57 124 3937 1003 950 1194 25 25,123
38204,39 44 31 692 508,168
38206,12 167 29 508 1266 658 391 89 590 785 1086 120 510,59
38209,45 428 21 121 22 18 18 228 70 6 6 14 14 23 362 120 549,213
38211,4794 7001 168 1077 262 3732 2053 4810 12 1285 2 24 5560 62,11
38214,113 3 12 131 4309 43 95 68,48
38216,38 98 1583 149 366 17 360 693 1817,235
38217,1641 485 516 2062 399 1022 14 14 23 6 6 64,3
38218,728 24 22 2 51 2288 1031 642 131 2149 213,78
38220,4489 778 54 1057 39 487 645,31
38221,5293 4165 4 1452 55 72 2218 1087,206
38231,11 12 46 2 14,14
38235,21 235 973 430 2175,168
38239,68 1 63 2 11,51
38250,1437 273 327 1316 420 655 406 65 629,53
38251,44 3642 217 36 692 699,519
38257,22 58 15 3 48,20
38258,44 143 168 1761 54 31,22
38261,3 4 11 8 75 138,1
38266,7 9 27 13 10 2099,94
38268,239 817 1322 282 6,6
38270,66 206 221 1308 1239 5216 1061 1282 1536 117 5437 2440 999 2814 1734 832 809 375 2643 1075 2790 1153 261 609,61
38274,550 12 1126 1312 225 46 48 242 1 531 130 659 4068,104
38275,7 9 27 13 10,135
38277,353 367 445 1 3 113,246
38282,1412 847 938 419 1,16
38283,7 9 27 13 10 2901 14 14 275 76 1208 15,45
38284,16 1 11 42 89,499
38286,29 2 54 8 642 135 383 1778 19 1981 603,108
38294,140 413 398 895 640 32 4796 819 1870 332 1006 30 526 591 80,20
38301,4310 4 485 409 6469,34
38302,93 89 2129 24 130,16
38304,219 95 258 32 704 454 34 124 1306 1719 923 975 1185 96 1035 160 4229 450 236 684 1405 899 231 3207 1106 431 57 156 3106,439
38305,207 19 320 1 153 77,444
38309,645 107 2616 137 830 298 31 154,2
38315,270 44 789 6439 221 132 3424 15 443 2836 3256,12
38316,3571 257 153 4751 1 2659,58
38319,5795 347 3135 2344 5392 765 1396 496 496 122 122 1085 159 569 528 8 32 17 914 634 198 2371 84 61,23
38325,160 231 701 1217 17 1430 539 65 371 602 245,60
38326,113 11 1 16 163,28
38328,7 9 114 10 1 208 143,499
38330,124 261 159 187 333 494 408 806 1116,214
38333,208 2057 4467 4 22 120 1311 228 1224 384,5
38335,19 2 2885 2589 3778 2098 5731,56
38336,39 3 19 460 310 63 559,164
38337,24 34 19 1415 85 288 3 33 793 15 527 156 9 278 641 382 116 474 99,245
38338,1 495 26 1418 2936 460 463 72 55,84
38340,5751 168 283 4318 119 747 101 2619 22 559 363,61
38343,6751 5 430 245 2081 6624 15,215
38347,130 2455 39 31 423 1596,107
38348,709 64 124 1271 87 860 2086 57 17 1802 1437,187
38353,2472 692 153 1590 1305 158 1142,102
38357,7 9 13 10 333 650 1006 61 108,118
38358,60 103 186 372 1213 1357 971 6 6 1082,17
38361,9 7 13 10 1,320
38364,325 1577 2 42 257,75
38365,499 112 2368 1073 24 361 4,246
38366,5949 2588 121 14 177 2381 161 62 72,225
38367,88 1 2 150 6258 50 277 4924 291 1988 1973 30,123
38371,2174 21 1252 817 54 5 52 282 16 4 223,1
38373,239 466 337 3 2885 183 1714 3342 4848,49
38376,5819 111 60 1488 331,53
38377,47 2114 42 2 1915,111
38378,209 5905 1910 175 1348,113
38379,29 137 8 270 5 1487 1835 136 48 49,80
38381,39 6505 2243 36 500 44,31
38382,1504 817 1225 4704 771 1185,276
38383,58 16 4 138 1398 129 1 106,79
38386,2782 116 106 78 194 194 306 12 1759 1072 285 3919 4 1973 6015,120
38388,164 287 507 198 322 65 329 635,151
38391,7 13 1 21 488 12 194 194 36 3233 88 88 1559 5 11 351 50,26
38395,114 1 11 24 130 500 707 7 80,16
38400,49 4511 262 4251 196 83 126 91 841 197 664 30 222 78 1298,123
38405,150 138 74 807 6508,171
38417,414 4 759 128 659,48
38419,7 9 31 50 534 86,16
38420,93 103 150 24 266 21 1 54,89
38426,268 38 2766 47 58,76
38430,6395 42 39 22 74 511 152 83 47 778 499 380 4924 50 3361 342 1414,436
38433,52 32 464 86 2810 11,26
38434,217 1078 552 2346 2004 3395 1379 472 3384 2782 1734 1952,229
38436,3 3 3476 3476 341 341 45 45 1501 1501 65,65
38438,93 4022 1010 42 5 222 307 380 1233 4536 6534 36 405 422 165 429 418 126 192 106 211 79,33
38441,2 101 36 21 146 2458 134 1 72,175
38449,250 907 726 76 65 20 532,183
38451,162 362 29 39 3341 499 269 83 80 153 42,228
38452,22 2622 2483 1545 447 5628 56 46 51 312 99 2219 810 181 34 127 877,43
38455,2 22 172 45 2035 59 501 864 40 272 120 252 1232 761,502
38457,55 694 490 157 933 94 2068 26 3178 297 2768,61
38459,79 304 123 4997 26 1,267
38462,5 4886 295 285 1468 364 62 705 190 18 18 8 3766 270 277 274 90,163
38463,20 2099 74 151 5 16 31 12 587 39 144,542
38464,73 14 247 32 136 38 4770 3291 4936 5 2014 156,70
38466,7582 22 459 443 35 76 284 8 1753 127 346 854 172 141,154
38469,41 88 88 718 911 101 22 200 50 1 2 21 233 979 734 11 1543 965 1126 91 257 3028,225
38475,19 374 72 5960 183 56,3
38476,584 7726 2793 1118 2362 949,101
38485,3615 154 84 1039 1244 593,245
38486,1593 361 1833 2299 6406,280
38490,20 139 5 153 80,2
38491,9 10 2 231 17 70,192
38495,11 113 4693 4 2 1254 78,62
38496,21 223 1215 44 255 2681 544 2164 126 6307 1264 43 62,138
38497,40 3359 904 8 2958 4132 273 87 288 599 1774 80 6 6 148,175
38498,2696 3918 2753 3516 5569 455 635 15,8
38499,4962 25 25 147 299,145
38501,2 11 2957 23 26,146
38502,2 186 623 3 12 4652 240 2663 11 994 105 680 614 106 44 5 14 14 5450 281 64,23
38504,536 20 37 547 372 427 5 143 939 1325 2638 1668 1766 346 245 482,192
38506,2347 1594 5137 582 864 21 2441 1224 1644 1588 115 325 591 1015 3261,1071
38507,16 53 193 276 40 502 338 658 34 297 226,7
38509,241 34 604 210 136 2964 2523 2176 2560,96
38510,53 497 325 407 1428,212
38518,7 9 27 13 10 993 12,266
38521,7 9 289 27 13 10,4
38524,668 778 302 5 1713 85 222 1235 633 221 263,187
38529,47 772 175 711 1856 1283 1434,84
38531,426 47 95 6371 70 230 930 45 194 194 40 109 440 78 358 272 534 6839 14 14 18 18 30 98 1694 4921 863,69
38534,404 19 508 7389 642 7 932 1091 5635 252 3528 1123 227 49,192
38537,7 9 27 13 10,55
38542,289 149 19 2242 44,500
38549,64 4976 4428 902 274 1704 1288 76 196 2444 132 390 496 496 779 5121 7713 273 4664 4037 4503 5677 311,327
38552,612 459 32 17 5056 282 217 4471 975 43 133,215
38553,87 333 260 3209 209 47 290 514 37 581 49 2027 870 2429 98 5682 30 252 4411 2732 6512 5659 946 76 1766 65 330,32
38555,90 209 15 61 36,31
38562,7 9 114 10 1594 31 39 80 35 303,70
38563,22 3137 1233 5611 1186 226 115 1788 5286 262 11 413 47 2319 2270 59 1015 259 396,100
38565,136 5 4 184 18 144 63 1 3581 106,135
38570,132 111 80 38 6 6 59,123
38572,8 658 445 21 1353,67
38583,26 2037 3 7307 33,115
38593,44 190 20 29 186 127 107 17 154 80,33
38594,1 36 33 3 113 104 11 2 2480 281 192 16 296 49 59 540 277 15 125 1378 108,369
38597,207 24 2286 1916 1903 294 1 2857 666,439
38598,462 19 28 1199 294,133
38602,36 298 640 1015 888,985
38609,16 39 2 12 200 259 22 3915 111 1530,135
38612,3741 680 189 105 149 9,3
38613,11 54 1284 22 828,468
38614,207 759 29 248 3506,111
38621,2 140 298 196 468,1071
38624,150 11 2 21 649 393 4 12 320 1640 1702 2238 7019 37 48 1358 5537 1570,39
38628,589 133 427 111 469 590 175 1058 45 122 122,264
38630,150 5964 2 2861 81 11 12,171
38632,2 4 389 11 3 61,227
38634,45 6 6 273 713 317 1249 76,206
38635,7 9 27 13 10 153 1107 2193 367 100 257 913 2403,2
38643,35 357 558 494 1256 4833 6033 97 1147,17
38646,1075 887 6667 3031 51 3 1069 403 1529,231
38657,61 79 28 108 535,41
38663,354 19 243 168 1807 125,103
38664,162 332 501 51 896 211 67 13,356
38666,7 9 27 13 10 111 1392 51 1120,363
38682,900 185 52 423 13 7,69
38683,4657 7410 1777 3657 3,138
38687,1968 1772 5508 646 2460 2032 2977 1460 2406 217 234 346 790,15
38694,7 9 27 13 10,1
38695,363 1027 317 264 1429 123 828 761 1892 231 722 2340 64 689 272 195 553 6,6
38699,178 4794 5 90 991 74 24,208
38712,11 1 1612 1136 308 71 71 19 1496 565 1810 81 239 135 3914 113,279
38713,938 518 16 86 1521 1794,134
38721,51 136 33 4 1 3 483 737 31 382 178 16 292 2 26 1449 28 693 20 352 24 348 40 3960 4924 5862 1556 584,81
38723,2 289 5 261 420 132 278 516,184
38725,5 3101 1499 2259 35 638 217,55
38727,451 742 510 780 316 49 78 109 928 104,30
38738,56 18 18 86 222,1
38739,7 9 27 13 10,164
38741,63 189 232 726 790 67 4 279,246
38742,9 4 1325 11 12 166 131 309 61 79 1650 84 112,48
38749,418 11 879 5125 2,26
38751,315 3148 1264 234 98 586 124 620 1360 221 506 260 210 856,134
38754,843 108 57 142 387 197 1772,36
38755,7 9 27 13 10 1414 289,77
38757,21 205 38 161 193 176 177 2889 1170,28
38759,997 16 507 460 4690,275
38762,1091 1 16 2840 3372 119,192
38773,24 199 8 3146 5 1503 3 4421,96
38775,7 9 27 13 10 2 19,58
38791,7 9 27 13 10 48 138 4 67 40 520 607 6124 164 1933,24
38792,321 210 311 126 1630 3397 1000 2772 235 43 1349 682 124 202 25,25
38794,45 1008 1069 1192 47 3680 916 1187 347 1491 1609 1891 2844 433 118 2583,259
38797,504 3 74 103 8 3517 40 358 3301 100 3786 59,342
38798,21 3 56 4 46 86 5911 4502 2649,48
38801,4862 1530 325 1174 1140 339,212
38804,2522 355 355 565 1179,16
38805,7 9 13 10 90 991 1643 237 19 550,216
38806,371 66 6 6 122 122 3092 2281,23
38810,53 772 180 38 234 366 72 338 67 49 253 108 79,106
38813,944 873 386 30 451 1480 265 128,197
38817,331 11 12 129 3 1 166 680 220 2625,120
38818,50 543 71 71 711 3662 3156 1090 531 1 180,11
38824,242 46 96 3 112 227 265 309 4 15 51 2122 730 62 5 897 1126,61
38829,53 815 429 212 254 499 4783,339
38830,496 373 2313 1431 2694 341 3 8 517 37,128
38847,528 16 981 4 221,208
38849,2878 297 1651 65 278 390 35 677 258 373 4228 2993 1172 502 282 327 406 779 156 172 595,163
38852,29 330 551 7692 2443 94 338 37 1129 7483 25,204
38856,5769 5902 504 163 1027 2372,107
38857,9 10 399 5678 699 25,25
38864,16 1 4 2 88 88,574
38865,151 74 534 1 32 6 14 45 1148 18 803 7672 1791 12 61 289 125,22
38868,3895 165 1381 1352 1890 766 66 1314 689,34
38875,60 61 109 112 75 369 104 108 330,80
38878,3724 84 86 41 2898 4847 4 26 5039 125 267 697 286 4304 717 180 930,53
38881,263 144 464 399 471 447 86 129 935 147 4180,170
38882,1776 523 246 56 235 356 1336 210 218 149,46
38886,797 2429 134 2723 33,56
38890,19 2028 89 1117 62,104
38891,1 7694 6891 597 77 16,47
38892,3957 958 50 884 1314 2353 273 1342 229 119 1859,203
38893,11 5915 205 26 1293 1307 138 241 121 4 48 542 63 40 1 146 293 293 2096,80
38895,419 2142 457 446 851 39 130,36
38896,1 3986 271 71 71,21
38899,1 2573 331 5 2280 526 75,59
38903,207 289 93 2 3357 2027 1029 396,22
38906,42 294 16 2 50 1182 1960,58
38911,1441 5 5620 585 53 6,6
38912,650 228 2160 320 5149 1642 2937 2007,153
38913,824 640 2136 354 3 2595 2321 2785 5139 21 63,228
38914,53 30 118 119 4142 1398 1295 325 497 5612,2
38923,334 3701 82 155 24 1807 6744 237 221,11
38924,3711 5 85 1552 1294 513 555,81
38927,2030 3 37 758 45 1354 79 2095 5636 69 577 4,97
38928,32 191 43 65 92 92,134
38929,4 15 227 176 72 213 3534 428,23
38930,3 57 4417 34 127 547 901 1925,101
38932,948 26 31 29 126 431,339
38934,126 2755 2027 62 116 68 14,14
38948,22 24 16 144 1 115 105,90
38956,7 27 13 10 1 67,524
38967,15 41 58 4 2708 148 155 172 38 99 241 1 65 131 73,59
38969,21 55 855 16 312,51
38973,129 660 3 74 15,1
38974,16 760 74 3 319 4 5 21 1676 224 324 26 520 12,11
38976,736 6803 982 240 77 504,11
38979,35 926 97 1216 680 3367 95 3 158 83 528,180
38983,4283 143 5 2355 803 344 1052 8 28 161 380,499
38992,2 457 391 545 4320 381 164,23
38993,3087 5455 2450 19 658 5891 4497 3062 3139 12 818 40 216,69
38994,1 1944 41 1999 127 540 69 3768 5019 1295 1387 5117 1630 1151 6511,222
38996,333 136 187 2594 1329 116 127 1239 1729 32 2027 1430,49
38999,24 90 1524 1451 640 813,120
39001,493 41 474 37 930 548,153
39003,1 174 20 2635 61,8
39005,132 79 15 369 106 3452 607 182,159
39006,38 36 239 116 3520 6788,80
39007,131 19 3 61 225 33 59 213 120 222 1232 4,388
39009,7 114 10 72 4213 41 622 290 59 274 2117 600 30,98
39013,34 1 810 507 46 3483 1722 339 1433 484 84 6821 6562 90 3355 219 505 1766,57
39018,1282 3753 4150 2180 2309 2811 2257 1795 279 1153,73
39019,645 141 20 143 3867 29 130 212 24,36
39020,32 24 205 3 578 51 784 43 280 4263 46 294 41 34 445 15 1818,131
39023,57 5937 282 2996 193 117 38,52
39024,62 103 74 526 230 210 533 987 1020 350 8 217 627,240
39027,7 9 289 27 10,13
39031,305 844 406 1923 65 15 612 786 206 123 17,8
39033,93 47 3515 4691 983 2411 4820 1106,23
39036,301 54 163 2038 1760 1196 180 18 18 45 118 218 3126 145 17 70 1767,273
39038,83 966 591 8 590 14 14 6,6
39039,1256 218 541 315 1435 1075 1536,75
39040,85 74 743 1 62 987 653 4 21 300 106 166,22
39046,143 3 331 4679 28 1480 229 184 327,83
39051,847 2537 881 40 1106 477 3106 192 928 147,155
39053,968 651 318 387 357,169
39058,7 9 27 13 10 8 3729 2346 1820 383 118 61 49 108 369 23 57 249 1929 137 901,35
39059,174 1616 32 49 110 110 16 941 354 2097 265 4707 77 2222 30 325 167 2436 1650 11 146 111 1174,262
39060,188 4683 769 1546 892,325
39070,6084 513 155 91 12,4
39077,266 144 5163 32 67,97
39082,35 1605 2015 4 40,78
39084,60 53 102 204 376 81,19
39087,5 117 2480 1472 15 797 142 17 95 696,191
39088,1816 155 1483 617 218 132 206 3166 160 766 4945 1148 1083 182 507 258 496 496 30 4330 390 272 6132 172 6959 98,115
39089,94 297 2350 97 675 731 970 1215 285 4181 594 133,52
39090,26 2126 179 101 4,134
39093,144 140 29 45 6,6
39094,34 162 625 140 67 753 79,118
39095,512 653 828 3320 30 461 1170 1559 50 515 306 11 1915 1159 2 477,289
39098,5 18 18 32 38,117
39103,270 221 161 53 102 611,218
39106,3355 70 25 1151 2233 217 2362 1228 180 286 116 1670 220 850 1384 84 199 1463 2491 462 341 65 193 2423 704,183
39113,1582 2111 481 4663 132 3066 577 23 163,209
39116,126 126 3 3 280 280 271 271 63 63 16 16 1,1
39118,1471 357 57 35 1783 525 213 4709 6883 55 3681 40 358,425
39121,84 1296 6324 5896 191,175
39125,42 325 630 872 142 1 1386,62
39129,72 425 403 181 78 553 83 123 932 15 3155,76
39131,29 142 1158 2688 756 880 53 67 49 436 369 78 524,151
39134,36 37 1833 84 2 3 11 12 71 71 25,25
39135,18 18 25 25 221 6 6 14,14
39136,15 94 51 137 217 134 186 1325 938 109 209 28 674,11
39140,1854 783 37 34 94 1267 329 180,26
39142,2274 475 3172 739 482 1384 46 6958,210
39143,2 294 21 1365 105 128 15 292 33 117 90 1351 83 1524 25,25
39144,29 60 95 663 226,8
39145,44 589 765 327 347 1316 109 45,219
39149,5920 117 2763 136 407 5437 4221 198 237 53 224 107 348 197 1921 252 395 678 181 601,165
39150,4279 4467 2685 291 242 410 84 4492 32,104
39152,1 1595 542 24 62,208
39154,60 6621 36 4501 1749 3495 11 12 50 434,148
39158,12 2648 22 52 8 1520 191 3948 74 475 2984 2909 745 7688 3306 4368 3010 2600 3172 1351,99
39159,207 124 87 57 602 159 595 6374 1114 1410 1811 2896,35
39160,150 1829 48 339 2303 131 3,21
39166,235 847 38 612 123 32,124
39170,1808 2640 4862 35 6,6
39171,239 3 958 115 24 82 1056 39 81 880 1 16 11 2004 4687,49
39173,85 178 19 1404 6537 6937 2616 21 622 280 5 60 38 691 6317 481 2585 1401 1771 731 428 2120 2,436
39174,13 44 11 26 262 91 4826,59
39176,7 9 27 13 10 1 98 32,11
39178,187 7 581 10 1046 983,8
39179,1955 1719 403 33 862,64
39182,33 26 793 4151 3 84 60 1293 136 2829 209 673 40 94 24 34 19,15
39184,148 1 53 904 83 21 3 3378 634,36
39191,5433 154 5418 786 305 5784 379,99
39192,74 109 503 253 43 139 158 44 451 134,90
39196,2 75 1990 2860 430 1130,1
39200,14 6 6 1208 159 202 195 278 4504 1692 316 897 123 3680 40 78 100 592 124 669 780 798 1055,30
39201,19 11 20 82 1 670 16 1031 93 12 8 5571,42
39202,2 103 20 1654 90 2104,5
39203,241 470 68 15 175 44 5,8
39204,7 9 10 2682 531 77 130,486
39205,1 84 134 8 81 5181,28
39212,2713 6398 3689 19 6088 3527 718 1 1584 436,118
39218,1816 36 452 120 88,88
39226,1816 132 3308 906 450 196 202 602 258 159 156,17
39231,125 4781 151 163 12 2413 41 14 423 1366 35 59 40 109 100 15 396 370 78,395
39233,894 23 288 3788 278 699 2610 524 49 3,108
39234,19 8 36 6861 56,17
39237,76 406 1172 2308 2532 857 3549 4487 288 66 157 749 2947 23 18 18 45 70 113 100 156,328
39241,3642 5 155 217 2307,22
39243,172 596 405 2304 421,261
39244,333 214 506 1860 357,160
39245,852 56 25 25 179 3 549 4 1487 64 14 14 72,46
39257,37 314 971 2336 4 848 5 243,138
39258,5 35 3516 1472 1473 541 136 189 384 1129 975 181 635,116
39262,5 241 928 723 139 33 57 175 142,40
39263,127 162 2243 3851 20,109
39265,1160 351 1657 171 75 3789 1261 28 31 74 77 22 2 1 320,12
39267,93 29 16 1 22 627,125
39268,29 117 20 31 5 90 2498 2 39 24,67
39270,598 64 14 14 45 1672 6648 6 6 126 34 1014 3877 2431 5690 170 10 27 9 515 1677 33 84 4056 68 62,145
39280,7 9 10 13 19,5
39282,286 5089 613 880 4 34 1 203 86 2880 565 280 2559 6360 3405 719 4540 5983 3821,28
39285,44 2426 1177 5247 4674 4968 621,79
39288,1871 55 525 569 252 232 23 122 773 6 45 14 18 195 1223 272,64
39289,2 263 26 226 88,88
39290,98 1246 139 3851 3898,116
39291,25 25 228 63 410 382 176 1609 105 94 1996 108 52 35 70 65,157
39292,32 73 1246 43 177 466,96
39297,9 119 22 81 1345 1071 26 74,3
39301,619 1535 21 838 15 65 3344 675 1435 3507 35 505,56
39303,186 82 2792 5333 4090 1837 1 89 2076 11 338,326
39304,6006 55 196 4294 3885 62 2118 70 175 1020 2385 1297 247 329,84
39312,21 280 101 31 28 22 20 3145,338
39319,191 15 83 3022 5516,177
39322,7 114 10 692 20 1595 19 610 1800,42
39324,25 25 30 79 4 87 74 43 874,519
39326,3 42 418 301 19 1109 281 1042 1112 858 2366 239,2
39327,4 48 78 370 32 1106 256 3 1122,225
39331,1036 4805 204 130 1162,376
39335,23 92 92 4771 360,55
39336,1 6222 3 5 23 38,4
39337,259 2580 323 663 18,18
39339,390 38 2709 1186 360 84,220
39340,204 238 133 1129 285 2987,17
39343,101 20 24 556 29 1 11 2,398
39345,991 97 442 577 43 4338 3 5257 52 327 235 65 34 35 157 3716 3774 57 66 1303,17
39356,145 106 118 61 100 482 1172 390,79
39357,1130 34 86 181 72 431 1302 55 21,105
39358,1029 37 15 4153 25 25 99 34 427,5
39365,971 2112 1693 1836 6291 4513 71,71
39366,35 57 1734 548 1610,38
39372,286 1327 63 531 228 543,225
39373,709 44 2930 6386 4479 3546 161 532,235
39374,154 28 393 354 1 1371,36
39378,3677 470 5477 195 8 585 3095 1505 91,30
39379,46 18 18 8 45 738 85 120 1252 7390 23 95 32 22 428 7631 287 4273 805 3887 1254 401,39
39381,5 8 1034 3707 2425 946 3332 174 494 2595 22 465 430,254
39383,82 165 221 998 1027,80
39391,89 1130 367 634 2484,436
39392,294 1169 20 74 1,29
39393,771 1473 646 218 212 66 193 5 299 384,159
39394,20 8 54 5 132 2372 58 383 17 190 43,139
39395,954 2836 8 68 4336 34 6876 751 1415 115,136
39396,294 26 31 20 40,853
39398,583 4249 814 171 37,39
39399,47 28 58 1 2 22 2158,31
39403,5733 41 4394 427 886,191
39408,322 3116 76 219 275 68 984 1670,72
39413,1 8 293 293 4052 7822 3470,11
39414,4 11 1 1336 2,48
39415,47 35 18 18 890 1549 2098 4469 2496 515 72 1203,34
39417,435 5 1051 99 458 49,80
39420,37 24 511 83 98 457 662 15 430 3284 2534 59 42,22
39422,56 273 193 624 2646 6240 935 1172 381 507 456 3254 160 4228 5646 1013 43 139 637 17 1273 1634 4395 2068 3906 4305 532 2572 7065,38
39426,3 38 84 445 725 7269 62 72 41 235,28
39431,93 1 77 208 39 1117 2 356 829 632 695 42 206,22
39432,22 250 128 40 108 524 118 502 549 79 618 2599 5275 1255 914 1663 1085,49
39435,11 16 1 511 2 80,326
39440,1 16 93 54 8 830 51 316 19 1036 1966 4058,165
39443,53 325 611 376 585,80
39448,47 108 118 49 1993 1077 79 436 634 542 281 1941 192 106,524
39452,1154 39 616 54 305 8 70 1615 646 218 213 3012,259
39458,7 9 27 10 13 20 24,1
39461,186 302 2511 26 5518 6255 16,12
39462,1077 354 61 573 382,24
39463,5 47 6295 2178 67 1585 56 2021,15
39465,1169 86 422 737 51 1178 3500 7356 199 1509 608 53,36
39467,896 296 1654 67 508 1237 3 25 25,119
39468,1070 63 31 25 2474 34 1,88
39469,16 867 11 39 3093 1404 89,50
39470,1 2 11 2588 292 1107 2718 68 912 19 2271 304 4,531
39471,7 9 24 210 109 75 431 1722 46 471 4 271 49,79
39474,3030 3672 33 2579 2692,61
